Year,Incident Date,Incident Type,Track,Inv Location,Racing Type Description,Division,Weather Conditions,Horse,Trainer,Jockey Driver,Incident Description,Death or Injury
2009,06/14/2009,STEWARDS/VETS LIST,Belmont Park (NYRA),Going to Gate,Racing,Thoroughbred,Clouds & Sun,Distorted Passion,TODD A. PLETCHER, ,Distorted Passion-Tr. Todd Pletcher-kicked by lead pony-sustained wound-stitched-jogging 6/16/09,Steward's List
2009,06/17/2009,STEWARDS/VETS LIST,Belmont Park (NYRA),Gate,Racing,Thoroughbred,Clouds & Sun,That's How I Roll,KIARAN P. MC LAUGHLIN, ,That's How I Roll-Tr. Kiaran McLaughlin-flipped in gate-scratched-minor scrapes-horse & rider OK,Steward's List
2009,07/08/2009,EQUINE DEATH,Belmont Park (NYRA),Barn #15,Training,Thoroughbred,Sunny,Kid Hendrix,FRANK MARTIN, ,Kid Hendrix-Tr. Frank Martin-LF fx from 2008-unable to recover from injury-euthanized,Euthanasia
2009,07/09/2009,FALL OF RIDER,Belmont Park (NYRA),Post parade,Racing,Thoroughbred,Clear,Orthodontist,SCOTT D. EVERETT, ,Orthodontist-Tr. Scott Everett-threw jockey in post parade-scratched-horse & rider ok,Accident
2009,07/24/2009,STEWARDS/VETS LIST,Belmont Park (NYRA),Paddock,Racing,Thoroughbred,Clear,Boxitup,THOMAS M. BUSH, ,Boxitup-Tr. Thomas Bush-flipped in Paddock-scratched-minor lacerations-horse doing fine,Injury
2009,06/14/2009,ACCIDENT - DRIVER/JOCKEY,Belmont Park (NYRA),Gate,Racing,Thoroughbred,Clouds & Sun,Alfonso's Loss,LEO O'BRIEN, ,Alfonso's Loss-Tr. Leo O'Brien-unseated rider at starting gate-scratched-horse & rider OK,Accident
2009,07/01/2009,EQUINE DEATH,Belmont Park (NYRA),Wire then Barn 10 Aqueduct,Racing,Thoroughbred,Clouds & Sun,Big Stack,RICHARD E. DUTROW JR, ,Big Stack-Tr. Richard Dutrow-RF sesamoid fxs-euthanized,Euthanasia
2009,07/04/2009,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,MR,Racing,Harness,Clear,Wally West,APRIL C. ALDRICH, ,Wally West-Tr. April Aldrich-previous LL cannon bone fx-turned out 2 mos.-returned to race, 
2009,06/17/2009,EQUINE DEATH,Belmont Park (NYRA),Barn 26,Non-Racing,Thoroughbred, ,Sailor's Cap,JAMES J. TONER, ,Sailor's Cap-Tr. James Toner-found dead in stall-pathology report-acute necrotizing colitis,Equine Death
2009,07/09/2009,EQUINE DEATH,Belmont Park (NYRA),Training track,Training,Thoroughbred,Clear,Graceful Pose,PHILIP M. SERPE, ,Graceful Pose-Tr. Philip Serpe-RF cannon bone fx-euthanized,Euthanasia
2009,07/19/2009,RACING INJURY,Belmont Park (NYRA),After finish of 9th.race.,Racing,Thoroughbred,Cloudy,Hello Broadway,BARCLAY TAGG, ,Hello Broadway-Tr. Barclay Tagg- fx left front foot-retired to stud,Injury
2009,07/14/2009,EQUINE DEATH,Saratoga Racecourse (NYRA),Saratoga Training Track,Training,Thoroughbred,Clear,Aqueous,WILLIAM T. PHIPPS, ,Aqueous-Tr. William Phipps-Fx LFM sesamoid-Euthanized,Euthanasia
2009,06/17/2009,STEWARDS/VETS LIST,Buffalo Raceway,Buffalo Raceway - track,Racing,Harness,64 degrees - rain,PASSWORD,SHERRI L. HOLLIDAY, ,Password-Tr. Sherri Holliday-LF sesamoid fx-retired-broodmare,Injury
2009,06/27/2009,STEWARDS/VETS LIST,Tioga Downs,Tioga Downs Paddock,Racing,Harness,Clear   73,Venable,ANDREW BYLER, ,Venable-Tr. Andrew Byler-Muscular cramping-horse scratched-being treated at farm-must requalify,Steward's List
2009,07/14/2009,EQUINE DEATH,Aqueduct Racetrack (NYRA),3/8 Pole,Non-Racing,Thoroughbred,Clear,Coris Star,DAVID JACOBSON, ,Coris Star-Tr. David Jacobson-got loose-fx R humerus-euthanized,Equine Death
2009,07/20/2009,STEWARDS/VETS LIST,Tioga Downs,Tioga Downs Paddock,Racing,Harness,Clear,Western Mac,DEAN M. ECKLEY, ,Western Mac-Tr. Dean Eckley-LF leg lameness-scratched-turned out to pasture,Lameness
2009,06/26/2009,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,CHALLENGER'S SONG,RAFAEL G. ROHENA SR, ,Challenger's Song-Tr. Rafael Rohena  Sr.-reinjured bowed tendon-must requalify, 
2009,04/10/2009,STEWARDS/VETS LIST,Yonkers Raceway,Yonkers Raceway,Racing,Harness, ,Cheyenne Margie,ROBERT D. SIEGELMAN, ,Cheyenne Margie-Tr. Robert Siegelman-choked down & fell-walked off track-requalified 5/8/09,Steward's List
2009,09/06/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),-,Racing,Thoroughbred,Sunny,Voodoouthinkur,EUGENE A. REIFF, ,Voodoouthinkur-Tr. Eugene Beiff-aggravated old injury-doing well,Steward's List
2009,08/07/2009,STEWARDS/VETS LIST,Yonkers Raceway,Yonkers Raceway,Racing,Harness,80's warm,Reconquete,FRANK GALANTE SR, ,Reconquete-Tr. Frank Galante  Sr.-Lame RF-scratched-turned out,Lameness
2009,08/07/2009,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,DISCO DOC,EDWARD J. BABCOCK, ,Disco Doc-Tr. Edward Babcock-horse bled and was pulled up-cannot run for 90 days,Steward's List
2009,08/22/2009,STEWARDS/VETS LIST,Tioga Downs,Main Track 1/2 pole,Racing,Harness,Clear 78 degrees,Colonel Lindy,PAUL E. BERNARDO, ,Colonel Lindy-Tr. Paul Bernardo-fx R knee-will not race again,Steward's List
2009,08/14/2009,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga,Racing,Harness,Clear 75 degrees,Holiday Man,CYNTHIA A. MILANO, ,Holiday Man-Tr. Cyntia Milano-Both F feet sore-scratched-horse ok,Steward's List
2009,07/23/2009,EQUINE DEATH,Saratoga Gaming & Raceway,Saratoga Gaming Raceway,Non-Racing,Harness, ,Chelemark Porter,CYNTHIA A. MILANO, ,Chelemark Porter-Tr. Cynthia Milano-Horse died-high fever-reason unknown-owner waived autopsy,Equine Death
2009,08/13/2009,EQUINE DEATH,Batavia Downs,Batavia Downs barn area,Training,Harness, ,Canvas Master,MICHAEL E. BAUMEISTER, ,Canvas Master-Tr. Michael Baumeister-fell and died in barn area after jog,Equine Death
2009,07/26/2009,STEWARDS/VETS LIST,Belmont Park (NYRA),Turf,Racing,Thoroughbred,Cloudy,Corrupt Judge,JOFFRE M. CORREA, ,Corrupt Judge-Tr. Joffre Correa- was ambulanced off-Trainer found nothing wrong with the horse,Steward's List
2009,07/25/2009,EQUINE DEATH,Belmont Park (NYRA),Sixteength Pole,Training,Thoroughbred,Clear,Ramblin Boy,NICHOLAS P. ZITO, ,Ramblin Boy-Tr. Nick Zito-LF leg fx-euthanized,Equine Death
2009,09/16/2009,STEWARDS/VETS LIST,Belmont Park (NYRA),1/8 pole,Racing,Thoroughbred, ,Fisher Island,NICHOLAS P. ZITO, ,Fisher Island-Tr. Nick Zito-eased at 1/8 pole-walked off on his own-horse sound,Steward's List
2009,09/12/2009,STEWARDS/VETS LIST,Belmont Park (NYRA),1/16 pole,Racing,Thoroughbred,Cloudy,Morine's Victory,NEAL J. TERRACCIANO, ,Morine's Victory-Tr. Neal Terracciano-ambulanced off-no injury found,Steward's List
2009,08/12/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),Starting Gate,Racing,Thoroughbred,Clear,New Fandan,NEAL J. TERRACCIANO, ,New Fandan-Tr. Neal Terracciano-scratched before race,Steward's List
2009,10/12/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Training,Thoroughbred, ,SINALLY,BETH M. SAUL, ,Sinally-Tr. Beth M. Saul-LF suspensory tear-euthanized,Euthanasia
2009,09/16/2009,EQUINE DEATH,Belmont Park (NYRA), ,Training,Thoroughbred,Cloudy,Dolche Destiny,PETER J. DALY, ,Dolche Destiny-Tr. Peter Daly-fx RF sesamoids-euthanized,Euthanasia
2009,09/23/2009,STEWARDS/VETS LIST,Belmont Park (NYRA),3/8 pole,Racing,Thoroughbred,Clear,We Go,JOHN P. TERRANOVA II, ,We Got Heat-Tr. John Terranova II-pulled up-ambulanced off-horse fine,Steward's List
2009,09/12/2009,EQUINE DEATH,Belmont Park (NYRA),Belmont - Barn 17,Non-Racing,Thoroughbred,Clear,Irish Hearted,JOHN O. HERTLER, ,Irish Hearted-Tr. John Hertler-died endotoxemia,Equine Death
2009,08/28/2009,STEWARDS/VETS LIST,Yonkers Raceway,Yonkers Raceway,Racing,Harness,60's  rain,Haste,MICHAEL A. FORTE, ,Haste-Tr. Michael Forte-LF lameness-Scratched,Steward's List
2009,08/01/2009,ACCIDENT - ON TRACK,Saratoga Gaming & Raceway,Saratoga,Racing,Harness,Clear,R Roux,CLAUDE L. HUCKABONE JR, ,R Roux-Tr. C. Huckabone  Jr.-collided w/ Karate Chris-Tr. G. Campbell ran into Romi Mystic-Tr. D. Gill-no injuries reported,Steward's List
2009,08/25/2009,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga,Racing,Harness,clear,Blissfull Doll,JAMES J. MARTUSCELLO, ,Blissfull Doll-Tr. James Martuscello-RF leg lameness-scratched,Steward's List
2009,09/14/2009,STEWARDS/VETS LIST,Yonkers Raceway,On Track,Racing,Harness,Clear,Tough Luck,MARY L. SHALLENBERGER, ,Tough Luck-Tr. M. Slhallenberger-lameness LF leg-scratched-must requalify,Steward's List
2009,09/21/2009,ACCIDENT - IN STARTING GATE,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,SIR JUSTIN,JAMES T. WRIGHT, ,Sir Justin-Tr. James Wright-reared at start-unseated rider-no injuries to jockey or horse,Accident
2009,08/01/2009,STEWARDS/VETS LIST,Batavia Downs,Batavia Downs,Racing,Harness,82 degrees and sunny,Exponential,ROBERT H. GRUBER III, ,Exponential-Tr. Robert Gruber III-LF lameness-no longer racing,Injury
2009,09/26/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred,Sunny,JOHNNY BE ANGRY,JAMES S. ACQUILANO, ,Johnny Be Angry-Tr. James Acquilano-fx 3rd carpal bone-euthanized,Euthanasia
2009,09/06/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Non-Racing,Thoroughbred, ,DOUBLE DUKE,JAMES S. ACQUILANO, ,Double Duke-Tr. James Acquilano-Laminitis LF foot-euthanized,Euthanasia
2009,09/28/2009,STEWARDS/VETS LIST,Yonkers Raceway,3/4 Pole,Racing,Harness,Raining,Southwind Mocha,FRANCIS P. MCCAHEY, ,Southwind Mocha-Tr. Francis MCCahey-DNF - break after 1/2  pulled up 3/4-must requalify,Steward's List
2009,08/05/2009,FALL OF HORSE,Saratoga Racecourse (NYRA),After crossing finish line,Racing,Thoroughbred,Clear,Hidden Face,ROBERT J. FRANKEL, ,Hidden Face-Tr. Robert Frankel-minor scratches to hind legs  horse ok-Jockey treated & released,Injury
2009,08/10/2009,ACCIDENT - DRIVER/JOCKEY,Batavia Downs,Batavia Downs,Racing,Harness,clear - 78 degrees,DEVILINHISEYES,FRANK W. MAYS JR, ,Devilinhiseyes-Tr. Frank Mays  Jr.-interference-Driver Kevin Cummings unseated-horse and driver appear to be fine, 
2009,08/01/2009,STEWARDS/VETS LIST,Vernon Downs,Vernon Downs,Racing,Harness,Clear,Sheenajunglequeen,SARAH J. OSMELOSKI, ,Sheenajunglequeen-Tr. Sarah Osmeloski-hobble burns both F legs-scratched,Steward's List
2009,08/10/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),Starting Gate,Racing,Thoroughbred,Clear,Nicksappealinglady,GARY C. CONTESSA, ,Nicksappealing Lady-Tr. Gary Contessa-horse did not look good-Vet scratched-horse doing fine,Accident
2009,07/30/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),Turf,Racing,Thoroughbred,Clear,Big Gavel,GARY C. CONTESSA, ,Big Gavel-Tr. Gary Contessa-ambulanced off-sore back-farm rest,Steward's List
2009,10/01/2009,FALL OF RIDER,Belmont Park (NYRA),At the start of race.,Racing,Thoroughbred, ,Wana Play,GARY C. CONTESSA, ,Wana Play-Tr. Gary Contessa-stumbled unseating Jockey J. Castellano-Jockey bruised shoulder-no injury to horse,Accident
2009,06/18/2009,STEWARDS/VETS LIST,Yonkers Raceway,Yonkers,Racing,Harness,rain,Jenny the Genie,EDWARD C. CLEMENT, ,Jenny the Genie-Tr. Edward Clement-choked down-fell to knees-no injury noted,Steward's List
2009,08/17/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA), ,Racing,Thoroughbred, ,San Naa,GARY J. SCIACCA, ,San Naa-Tr. Gary Sciacca-pulled up and vanned off-no problems found,Steward's List
2009,09/03/2009,STEWARDS/VETS LIST,Yonkers Raceway,First turn after start of race,Racing,Harness,cloudy 70,ROCK HARD TEN,GEORGE (BUZZY) W. SHOLTY, ,Rock Hard Ten-Tr. George Sholty-choked down-flipped palette-horse turned out,Steward's List
2009,09/07/2009,EQUINE DEATH,Batavia Downs,Batavia Downs,Racing,Harness,partly cloudy and 75 degrees,Town Man,ALEXANDER E. GIULIANI, ,Town Man-Tr. A. Giuliani-fx RR pastern bone-euthanized,Euthanasia
2009,09/29/2009,STEWARDS/VETS LIST,Batavia Downs,Batavia Downs,Racing,Harness,rain and 55 degrees,Bijou,ALEXANDER E. GIULIANI, ,Bijou-Tr. Alexander Giuliani-abcess RF foot-scratched-to be treated,Steward's List
2009,10/09/2009,STEWARDS/VETS LIST,Belmont Park (NYRA),1/4 pole,Racing,Thoroughbred,Clear,Penalty Due,CARLOS F. MARTIN, ,Penalty Due-Tr. Carlos Martin-slight lameness RF leg-horse fine,Lameness
2009,10/10/2009,STEWARDS/VETS LIST,Batavia Downs,Batavia Downs - track,Racing,Harness,clear and 52 degrees,Reconciliation,LAURIE M. PATISTAS, ,Reconciliation-Tr. Laurie Patistas-fx LF coffin bone-to farm for 8 months rest,Steward's List
2009,09/10/2009,EQUINE DEATH,Belmont Park (NYRA),Ruffian Horse Hospital,Training,Thoroughbred,Clear,Hoist The Gala,JOSEPH D. IMPERIO, ,Hoist The Gala-Tr. Joseph Imperio-reinjured surgically repaired RF condylar fx-euthanized,Euthanasia
2009,08/28/2009,STEWARDS/VETS LIST,Yonkers Raceway,Yonkers Raceway,Racing,Harness,60's  rain,Zion Train,MICHAEL J. MARX, ,Zion Train-Michael Marx-Lame LH leg-scratched,Steward's List
2009,08/06/2009,STEWARDS/VETS LIST,Vernon Downs,Main track,Racing,Harness,CLEAR,HECKUVAROSA,LYNN WHITMER, ,Heckuvarosa-Tr. Lynn Whitmer-broke boot-stumbled & fell-unseated driver-abrasion to chest-horse fine,Steward's List
2009,08/12/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),Main Track,Unknown,Thoroughbred,Clear,Firewood,BRUCE N. LEVINE, ,Firewood-Tr. Bruce Levine-Eased at the 1/2 mile pole-possible mild heat stroke-horse fine,Steward's List
2009,08/13/2009,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga,Racing,Harness, ,Here Comes Kris,JAMES P. TRACY, ,Here Comes Kris-Tr. James Tracy-Lameness RF foot-scratched,Steward's List
2009,07/25/2009,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga Harness,Racing,Harness,Clear 75 Deg,Here Comes Kris,JAMES P. TRACY, ,Here Comes Kris-James Tracy-Lame R foot-foot baths & rest,Lameness
2009,04/29/2009,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,Monticello Raceway,Racing,Harness,Cloudy,Andrew Patron N,WILLIAM R. MINTZ, ,Andrew Patron N-Tr. William Mintz-lame-sprain LF leg-scratched-stall rest,Steward's List
2009,08/15/2009,FALL OF HORSE,Batavia Downs,Batavia Downs,Racing,Harness, ,Sparks of Gold,NEAL RUSSO, ,Sparks of Gold-Tr. Neal Russo-choked-went down on track-bled-scratched-full recovery,Injury
2009,09/04/2009,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga,Racing,Harness,clear,Sweet Apple Annie,MAUREEN M. SALINO, ,Sweet Apple Annie-Tr. Maureen Salino-RR lameness-scratched-rest & time off,Steward's List
2009,08/04/2009,EQUINE DEATH,Saratoga Racecourse (NYRA),Barn 12,Non-Racing,Thoroughbred,n/a,Wishful Star,ANGEL A. PENNA JR, ,Wishful Star-Tr. Angel Penna-inoperable colic-euthanized,Equine Death
2009,08/24/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Training,Thoroughbred, ,KRISBALADY,MICHAEL S. FERRARO, ,Krisbalady-Tr. Michael Ferraro-fx LH ankle-euthanized,Euthanasia
2009,07/27/2009,EQUINE DEATH,Yonkers Raceway,After race,Racing,Harness,Clear,Left Handed Gun,DENNIS J. LATERZA, ,Left Handed Gun-Tr. Dennis Laterza-fx RF cannon bone-euthanized,Equine Death
2009,07/24/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Training,Thoroughbred, ,THAT'S A GIVEN,CHRISTOPHER J. ENGLEHART, ,That's a Given-Tr. Christopher Englehart-Fx RFM sesamoid-euthanized,Euthanasia
2009,09/22/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,SWEET AND CLEAR,CHRISTOPHER J. ENGLEHART, ,Sweet and Clear-Tr. Christopher Englehart-fx L 3rd carpal bone-euthanized,Euthanasia
2009,07/31/2009,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga,Racing,Harness,clear,Eric's Image,GARY LEONARDI, ,Eric's Image-Tr. Gary Leonardi-RF lameness-scratched-rest and foot baths,Steward's List
2009,08/02/2009,EQUINE DEATH,Saratoga Racecourse (NYRA),Paddock,Racing,Thoroughbred,Cloudy,It's My Day,ROBERT J. REINACHER, ,It's My Day-Tr. Robert Reinacher-Flipped in Paddock  fx skull and died,Equine Death
2009,08/11/2009,EQUINE DEATH,Monticello Raceway & Mighty M Gaming,Monticello barn,Non-Racing,Harness, ,Bowl Lane,ROBERT T. LOUNSBURY, ,Bowl Lane-Tr. Robert Lounsbury-muscle weakness-condition deteriorated-euthanized,Equine Death
2009,08/20/2009,STEWARDS/VETS LIST,Yonkers Raceway,Yonkers Raceway,Racing,Harness,80's  cloudy  humid,Another Mike,PETER KLEINHANS, ,Another Mike-Tr. Peter Kleinhans-horse would not stay on pace-equipment issue-scratched,Steward's List
2009,10/07/2009,STEWARDS/VETS LIST,Batavia Downs,Batavia Downs Paddock,Racing,Harness,cloudy and 53 degrees,Heartland Kash,CLINTON G. GALBRAITH, ,Heartland Kash-Tr. Clinton Galbraith-front lameness-scratched-resting at farm,Steward's List
2009,04/28/2009,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,REMEMBER BETTY,JAMES G. KETTELL, ,Remember Betty-Tr. James Kettell-bled-pulled up-vanned off track-removed from bleeder's list 5/17/09,Steward's List
2009,10/04/2009,EQUINE DEATH,Saratoga Racecourse (NYRA),Saratoga Barn,Non-Racing,Thoroughbred, ,Von Steuben,JACQUELINE E. OLEANIK-ARRIAGA, ,Von Steuben-Tr. J. Oleanik-Arriaga-severe laminitis-euthanized,Euthanasia
2009,10/10/2009,STEWARDS/VETS LIST,Yonkers Raceway,Yonkers Raceway,Racing,Harness,Clear  60's,DAVE AINT HERE,ETTORE ANNUNZIATA, ,Dave Aint Here-Tr. E. Annunziata-horse stopped-A Fib-Treated at Cornell-must requalify,Steward's List
2009,10/09/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Non-Racing,Thoroughbred, ,MEREDITH BAY,AMY S. MURRAY, ,Meredith Bay-Tr. Amy Feather-Murray-bilateral luxation of plantar flexor tendons-euthanized,Euthanasia
2009,08/27/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),After finish line,Racing,Thoroughbred,Clear,Uncle Pat,ROBERT A. BARBARA, ,Uncle Pat-Tr. Robert Barbara-ambulanced off after finish-slight swelling-horse ok,Steward's List
2009,06/30/2009,FALL OF HORSE,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,PROUD VINTAGE,BRUCE D. ANDERSON, ,Proud Vintage-Tr. Bruce Anderson-clipped heels & fell-Jockey Rubin Rojas broke collar bone-no injury to horse, 
2009,07/28/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,UOMO GRANDE,BRUCE D. ANDERSON, ,Uomo Grande-Tr. Bruce Anderson-Fx L carpus-euthanized,Euthanasia
2009,08/12/2009,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,Monticello Raceway,Racing,Harness, ,Up Front Tornado,RONALD L. CUSHING, ,Up Front Tornado-Tr. Ronald Cushing-Lame LF suspensory-taken home,Steward's List
2009,05/04/2009,EQUINE DEATH,Monticello Raceway & Mighty M Gaming,Monticello Raceway,Racing,Harness,Cloudy,Chicka Chicka,PETER T. STRATTON, ,Chicka Chicka-Tr. Peter Stratton-fx LF leg-euthanized (see case #R0251.09),Euthanasia
2009,10/11/2009,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga,Racing,Harness,Clear,Badboy At the Beach,GARY M. MATTISON, ,Badboy At the Beach-Tr. Gary Mattison-lame LR-scratched-rest,Steward's List
2009,08/08/2009,FALL OF HORSE,Saratoga Gaming & Raceway,Saratoga,Racing,Harness,Clear,Amazing Stand,GEORGE D. MERTON JR, ,Amazing Stand-Tr. George Merton  Jr.-fell-cuts  bruises & scrapes R shoulder/knee-prognosis for fast recovery-no injury to driver,Accident
2009,08/28/2009,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga,Racing,Harness,Rain,Yobro's Joboy,CHESTER W. POOLE, ,Yobro's Joboy-Tr. Chester Poole-lame LR leg-scratched-to be rested,Steward's List
2009,08/01/2009,STEWARDS/VETS LIST,Vernon Downs,Vernon Downs,Racing,Harness,Clear,Ones All I Need,JESSICA L. OKUSKO, ,Ones All I Need-Tr. Jessica Okusko-LH lameness-turned out,Steward's List
2009,09/26/2009,STEWARDS/VETS LIST,Vernon Downs,Paddock,Racing,Harness, ,Tip the Tide,JESSICA L. OKUSKO, ,Tip the Tide-Tr. Jessica Okusko-swelling RF leg-scratched-must requalify,Steward's List
2009,09/07/2009,EQUINE DEATH,Saratoga Racecourse (NYRA),1/8 pole,Racing,Thoroughbred,Clear,Todo K,TIMOTHY S. RITVO, ,Todo K-Tr. Timothy Ritvo-injury RF pastern-euthanized,Euthanasia
2009,08/04/2009,EQUINE DEATH,Saratoga Racecourse (NYRA),1 mile pole main track,Training,Thoroughbred,Clear,Finally Made it,TIMOTHY S. RITVO, ,Finally Made It-Tr. Tim Ritvo-Fx LF cannon bone-euthanized,Equine Death
2009,08/04/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,STORM'S A COMIN,JASON F. GILIFORTE, ,Storm's A Comin-Tr. Jason Giliforte-LF fetlock-ruptured suspensory-biaxial sesamoid fx-euthanized,Euthanasia
2009,09/16/2009,EQUINE DEATH,Belmont Park (NYRA),Belmont,Racing,Thoroughbred, ,Hard to explain,CHAD C. BROWN, ,Hard to Explain-Tr. Chad Brown-fx pelvis-euthanized,Euthanasia
2009,10/09/2009,EQUINE DEATH,Belmont Park (NYRA),1/2 mile pole,Racing,Thoroughbred,Partly cloudy,Tony Manero,CHAD C. BROWN, ,Tony Manero-Tr. Chad Brown-fx RF cannon bone-euthanized,Equine Death
2009,08/06/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),1/4 pole - Main track,Racing,Thoroughbred,Clear,Hubbard,ANTHONY J. RYAN, ,Hubbard-Tr. Anthony Ryan-pulled up-tender footed-rested,Steward's List
2009,08/22/2009,STEWARDS/VETS LIST,Tioga Downs,Main Track near paddock entrance,Racing,Harness,Clear,Holly Hill cam,JEFFREY L. SORENSON, ,Holly Hill Cam-Tr. Jeffrey Sorenson-aggitated-unseated driver-no injuries claimed,Steward's List
2009,09/01/2009,EQUINE DEATH,Belmont Park (NYRA),Main track,Training,Thoroughbred,Clear,Karrie the Magic,BRUCE R. BROWN, ,Karrie the Magic-Tr. Bruce Brown-fx left shoulder & RF leg-euthanized,Euthanasia
2009,08/08/2009,STEWARDS/VETS LIST,Vernon Downs,Paddock,Racing,Harness, ,Christopher Paul,ADAM J. WAHL, ,Christopher Paul-Tr. Adam Wahl-horse out of control-scratched-no injury to horse reported,Steward's List
2009,07/27/2009,STEWARDS/VETS LIST,Yonkers Raceway,After racing,Racing,Harness,Clear,All Over The Place,COLIN JOHNSON, ,All Over The Place-Tr. Colin Johnson-finished race lame-farm rest,Steward's List
2009,05/02/2009,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,BEAUS GIN,RAMON VAZQUEZ JR, ,Beaus Gin-Tr. Ramon Vazquez-vanned off-reinjured LF tendon-retired,Steward's List
2009,09/17/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Non-Racing,Thoroughbred, ,U AINT NO DAISY,JEREMIAH C. ENGLEHART, ,U Aint No Daisy-Tr. Jeremiah Englehart-laminitis LF foot-euthanized,Euthanasia
